comment,positive,neutral,negative
Ya yg kos disana anak cucu jokowi saja dan hantu hantu jokowi dan ijazah palsu nya jokowi,0,1,0
Ia dungu siapa yg mau tinggal disana bangunan saja yg mega tapi hantu dan setan yg menghuni dengan ular piton raksasa tunggu saja dungu,0,1,0
"Gak mangkrak.. untuk pejabat² yg ngabisin duit rakyat.. bangunin aja gedung megah,, ambil dari pajak rakyat. Yg mangkrak itu jalan2 desa,,,BANGUN ITU DARI BAWAH, PONDASI DULU (RAKYAT) BARU KE ATAS!",0,1,0
"menurut saya IKN tdk akan mangkrak. yg mengatakan mangkrak orang yg iri dan dengki pd pak jokowi. saya bukan pendukung pak jokowi, tp aku menghargai pak jokowi sebagai mantan presiden yg sudah membangun negara.",0,1,0
"Cak andi kapan"" nk mrono maneh aku diajak po'o cak, kok dadi pingin aku",0,1,0
No interest 😂😂,0,1,0
Andaikan seluruh Indonesia Tempat nya kyk gtu,0,1,0
massa Allah Amazing bro....bukti nyata IKN tidak mangkrak..❤❤😂😂,1,0,0
Jokowi pemikiran nya gk cersas kebesaran ayahan gk mikir keadaan nera nya kere /miskin besar besari hutang saja kempluthus skrg ciba hutang nya segunung  dia dh lepas tangan dia pikirvbuat mewah mau 3 priode gitu pikir nya mesti dasar,0,1,0
Waau keren megah ikan semoga selesai sukses.,0,1,0
"Tergantung yg orang survei ,ada yg jujur, ada lipsting,ada memuji muji, saya rakyat asli pribumi sedikitpun tidak respek terhadap IKN ,bangunan manusia yg berhati iblis, yg tidak bisa dinikmati seluruh indonesi.",0,1,0
Proyek terbaik mulyono,0,1,0
Nanti akan terbukti dgn sendirinya Bung....,0,1,0
"IKN itu pake utang bos, rakyat yg terbebani.😢 
Yang namanya bangun gedung pake utang lama² akan mandek. Finishing gedungnya mahal banget.",0,1,0
Ikn gk mangkrak karna tetangga saya krja di situ,0,1,0
Pa kalau komen tentang IKN  kami lsngsung melihat pembangunan semua sarana cukup memuaskan para pekerja masih melaksanakan pembangunan hingga jam 6 Sore namun kami warga SAMARINDA memang Ikn memang hebat trima kasih Bapa Jokowi  ❤,0,1,0
"Tak perlu di pamer kan lagi broo,..nanti malu..itu biasa...itu ttp mangkrak..lihat aja nanti..",0,1,0
"Percuma cuman buat pejabat korup,marugukan rakyat aja",0,1,0
Terkorup no dua sedunia..,0,1,0
Untuk sopr nya tlong di bujuri R   nya 😊 maf begaya kita kawan ae,0,1,0
Gagal ku sukai dengar kata ndas,0,1,0
"sy orang sepaku, tdk ada namanya IKN mangkrak, pembangunan terus berlanjut,dmn mana daerahnya terus di bangun,pokoknya banyak proyek di IKN.",0,1,0
"Konten dengan bayaran termahal, biaya langsung dari aseng",0,1,0
Koq kayak nginep di apartemen tooo mas?  Yo..luwih hebat yg president suite di hotel itu dong... 😅,0,1,0
"Mas, sampeyan iku lucu tenan cara jadi reporter IKN nya ... Segerrr .... 😂😂😂",0,1,0
"Awas tukang demo jakarta datang merusak. IKN.😂😂😂😂
Salam sehat buat pekerja IKN.",0,1,0
Saya bangga jadi Warga Negara Indonesia.... Semoga suatu saat bisa ke IKN meski saya orang Kalimantan belum pernah ke IKN. Semoga pembangunan IKN berjalan lancar 🎉,0,1,0
"Hotel ni siap beroperasi pd th 2023,seblm hari merdeka,sebb menteri2 dtg ke ikn ni nginap kat hotel",0,1,0
Hotel tu jkw punye?.. saham hotel tu 50% jkw punye? Hotel ni brp tingkat? Brp bilik?,0,1,0
"Itu keadaannya seperti sampah..mne boleh manusia duduki..gile loo..pengangkutan,seperti bis mne?.. satu mobil g ade..gmne mahu naik pesawat hari2..migas free ko?",1,0,0
Kok bangunn belom siap,0,1,0
Sepi tak ada manusianya,0,1,0
Yaeyala danantara udah siap pundi2,0,1,0
Hutan gtu ko tolol.,0,1,0
"ROONTOOCX ROYALTY FEEE , , ,",0,1,0
"hahahahahahaha haha, muak",1,0,0
Andaikan uang negara tidak dimakan oleh para koruptor IKN pasti akan lbh megah dan akan membawa nama baik indonesia,0,1,0
Yg balikpapan emng masih di lanjut tp yang satunya gak,0,1,0
"Mudah2an. Ikn yg MANGKRAK, Bisa beroperasi lagi😂",0,1,0
Ooo iya tidak mangkrak Alhamdulillah.....sudah pada pindah sana secepatnya...  tunggu apalagi......jakarta udah sempit..,0,1,0
"Goblogh loo,mang siapa bilang mangkrak,,tapi IKN itu di bangun dari utang sama china oligarki,,yg di janjikan akan grogoti aset bsngsa,,termasuk pagar laut itu timbal balik nya goblogh,,jangan cuma lihat satu disi,,ga sekolah lo cuk",0,1,0
hmmmmm...,0,1,0
wadul lu bazer,0,1,0
sakit mataku nonton mulai menit 6:44 karena kameranya goyang sana goyang sini jadi pusing deh,0,1,0
"Tukang fitnah media sebelah, jahanam memang",0,1,0
"MANGKRAK MATAMU 

.",0,1,0
"wes koyok kota saranjana,,",0,1,0
Bagus banget hotelnya.....,0,1,0
dasar kelakuan buzer,0,1,0
Yang mangkrak itu bukan ikn tapi otak para penghasut yg mongkrak alias soak .,0,1,0
"Pasti mangkrak, sekarang emang belum tapi tunggu nanti. Si Jokowi cuma menyusahkan rakyat",0,1,0
IKN Mangkrak Kata Orang Jelek Pembenci Presiden Jokowi Apalagi Orang Jelek Kaya Si Roqi Gerung yang Katanya IKN Mangkrak Nyatanya Engga,0,1,0
kok sepi ya mas 😂,0,1,0
😂😂😂😂😂😂😂😂😂.    ngisn ngisin na...masih punya kontak yo mas,0,1,0
Kamu dibayar brp mas 😂😂😂😂😂😂,0,1,0
"Yang mangkrak otaknya amin Rais dan gerombolannya...
😂😂😂😂😂😂",0,1,0
Ssya heran dengan orang Pribumi tidak suka dengan perkembangan negara sendiri,0,1,0
"Ssya bukan siapa "" Hanya seorang petani ssya bsngga dengan di bangunya ibukota baru saya orang jawa mudah "" Sustu zast bisa melihst langdung ke ikn",0,1,0
Yang mangkrak itu otak pembebci. Berpikirnya mundur kebelakang ke zaman purba,0,1,0
"Membangun yang belum di butuhkan, itu disebut apakah? Di saat hutang banyak malah membangun sesuatu yang belum dibutuhkan.",0,1,0
"Gimana g bagus, yg inpes dari korea 30 inpestor, dari jepang 40 inpestor, dari singapor 100 inpestor 🗿👏👏👏",0,1,0
"Agak ngerik juga ya main masuk"" aja ya tanpa di bilang sama petugas yoh😅",1,0,0
Kelalawar ini mah..bukan garuda,0,1,0
"weeeh mass keren yaa...sampeaan bangga sekali...ok lah klo mau mu ituùu.

sekarang IKN DI bangun gdg DUIT RAKYAT MURNI...TDK ADA INVESTASI. 

YA GMN MENURUT ANDA KLO ORANG KALIMANTAN YG DEKAT DEKAT SITUUU ..
TIDUR MENGINAP DI SANA TAMPA BAYAR..",0,1,0
Wah ndase gede 😂😂,0,1,0
Ia bagus mas  . Kamu aja diam di sanah.,0,1,0
Bacot nepi ka ayeuna can parindajh geuning gawena,0,1,0
Bang mulai jalanya dari abang turun dari pesawat jangan naik dari lokasi ikn biar keliatan sampai mana akses jalan di ikn yg sebenarnya,0,1,0
Geus beak 500 triliun kara jiga kitu parah atuh,0,1,0
Kalau memang benar kenapa wapres belum pindah biar tau rasanya panas kali mantan,0,1,0
500 triliun pekerjanya 20 orang mobil proyeknya 3 buah beneran hebat mas,0,1,0
Bismillahirrahmanirrahim Alhamdulillah Ikn Sehat selalu dan sukses selalu untuk semua Warga Negara Republik Indonesia maju dan sukses di segala bidang agar berkah selamat teguh Rahayu lahir batin dunia akhirat Aamiin ❤😂,0,1,0
Rakyat menengah ke bawah bisa menikmati apanya kang?????????.... Oooo bisa jadi kuli panggul pemelihara kebun tukang parker.....,0,1,0
Top Koko Andy mereview IKN ternyata mewah,1,0,0
"Bagus kan ikn ,tapi jauh kak ,dr jakarta ke Kalimantan....semoga bisa ke ikn ❤❤❤🎉🎉🎉",0,1,0
Hati hati dgn manusia yang terlahir dari hubungan gelap dan terlahir karna kondom bocor...😊😊,0,1,0
Kalimantan bgt logat satpam nya kocak 😂,0,1,0
"Assalamualaikum bagi yang ingin berinvestasi IKN, harus tau jelas riwayat legalitas tanah,
Dan lebih hati-hati ke pada mafia tanah di IKN,
Saya kebetulan lahir di sepaku dan tau jelas sejarah  kecamatan sepaku, 
Di sini untuk tepat nya, yaitu di prov Kaltim, kab. penajam Paser Utara terbagi menjadi 4 kecamatan,
Kec. Penajam
Kec. Waru 
Kec. Babulu
Dan kec. Sepaku
nah yang Jadi titik nol IKN yaitu kec sepaku
Bagi yang mau tau lebih jelas boleh sering ke saya sebelum anda jadi korban🤭🙏🏻",0,1,0
Buat sampai jadi ikn ini rugi kalau tidak jadi harus siap salam dari Malaysia bang,0,1,0
1malam 35jt buat para koruptor nggak seberapa tuh bang😂😂😂,0,1,0
Keren banget Nusantara IKN,0,1,0
Ternak si mulyono ratanya orang tolo,0,1,0
Dibayar berapa om,0,1,0
Asli keren boossss,0,1,0
"Jangan bahasa Jawa, pakelah bahasa indonesia, gak jelas",0,1,0
mau mangkrak mau kaga fungsinya juga kaga ada. cuman ngabis ngabisin anggaran negara lol,1,0,0
"Saya tadi denger itu ati MLM 35 JT,, klu pemerintah lgi nginep  satu hri aja 35 JT klu satu Minggu brpa coba , trus yakin oke uang pribadi ,  klu msal oke uqng negara apa GK syang mending bagi bagi  ke rakyat  , beri slama ini kta byar pajak cuma buat pemerintahan  senang senang aja dong, gak tau rakyat cri uang nya smpe nyawa trohanya,  jadi tolong ini dri hati saya tolong banget  , tengok rakyat kita  udh tentram apa blm",0,1,0
Blm waktunya pindah,0,1,0
Di ikn jalan raya cantik semua. Disumut jln nya berlobang semua sementara hasil bumi Sumut TK ada artinya entah mengapa begini jadinya negara ni,0,1,0
Pakai bahasa Indonesia la bos,0,1,0
BTW GEDUNG KPK MANA YA🧐,0,1,0
Ternak mulyono sedang bersandiwara,0,1,0
Ini konten apa ya...,0,1,0
ADA Sutradara yg OTW bikin film horror di sini. Udah mulai bikin belom?,0,1,0
Hanya org sakit hati dan pembenci jokowi dan pprabowo yg nyinyir sintimen menada ngada ikn mangkrak ..klo kami warga kalimantan sangat senang kalimantan jd perubahan jd ibu kota nusantara..,0,1,0
Sematkan nama orang nya bang,0,1,0
"Ternyata konten ini bagian dari   jongosnya jokowi ,,,,penjilad  yg sedang mabuk teriak"" sendiri tidak karuan ,,,,",0,1,0
Ga sesuai fakta...,0,1,0
😂 yutuber dagel iki looos lanjot dolor,0,1,0
Kapan prabowo pindah ke ikn ya,0,1,0
Pertanyaan : Dimanakah IBUKOTA REPUBLIK INDONESIA sekarang - 2025 ini?,0,1,0
"Kok gk ada yg sibuk bekerja, cuma security yg jaga..",0,1,0
Keren pemandangan nya pas di depan istana.. kayak gk di indo.. kayak d luar negri,0,1,0
"Niiis...Anis lihaten nis? Jangan planga plongo buka' matamu nis,? katamu mangkrak.",0,1,0
79 cm kwkwkkwkw,0,1,0
"Ada yg seperti burung, burung pejabat 😂😂😂",0,1,0
"Bangun jln tol bilangnya rakyat tdk makan aspal
Bangun ikn ribut
 china membangun numpang heran😅",0,1,0
Yang kata Jokowi ratusan investor antri tu mana?Pembangunan hanya landscaping je.Pembangunan bangunan bangunan tidak ada yang berjalan.,0,1,0
Lanjutkan......!!!,0,1,0
Tak ada daerah di indonesia yang ngalahkan aura jawa,0,1,0
Kwan2ku bnyaknyg kerja disitu bos...btul akg sudh hmpir mndekati siap...,0,1,0
Konten tai,0,1,0
"Alasan ibukota mo pindah karna sudah dikuasai aseng......Contoh pluit,klp gading,bekasi,tanggerang,bogor dan masih bnyk lagi......negara didlm negara",0,1,0
Pejabat pejabat nginep di swiss hotel......Enak yah    buang buang duit rakyat..sementara rakyatnya Masih bnyk yg miskin,0,1,0
Nyatanya masih sepi SD PT itu.,0,1,0
"Sis hotel sudah beroperasi,? Iya. Tapi siapa yg mau nginap?",0,1,0
Sebagian besar pekerja dipulangkan,0,1,0
"Haaayaaa PITUK LAMPOK AAA,,,,CHIENG CUUAN BIKIN KONTEN,,,,",0,1,0
"waaakwaaaew mulaaai m jalanin visi misi nya,,,,JBATAN MNANTI MU",0,1,0
Pekerjaan sedang berlangsung tdk bisa dibilang mangkrak.,0,1,0
"Luar biasa IKN,yg msh lihat video silahkn lihat lsg aslinya keren👍👍🇮🇩🦅",0,1,0
I. K. N. IBU KOTA KORUPSI..,0,1,0
Wong jowo meddo,0,1,0
"kapan""ingin sekali main catur di hotel itu mantab sekali",1,0,0
"Ternak mulyono...
Gak malu toh....budget nya di blockir.
Investor dari luar negeri over subscribe versi mulyono......mana investornya",0,1,0
Sudah cepat pindah biar gak mubazir dan dibilang mangkrak,0,1,0
Yang bilang ikn mangkrak itu orang2 miring otaknya,0,1,0
pencintraan ternak ternak,0,1,0
IKN kaya rumah setan seren mengerikan rumah tak bertuan ada juga gambar burung Hantu ngerikan 😂😂😂😂😂😂🎉🎉😅😅😅,0,1,0
Mungkin saja IKN jadi kota hantu..tunggu dn lihat saja...,0,1,0
Karep mu,0,1,0
"Menuju mangkrak bukan mangkrak seutuhnya,,, Karena aguan sudah buka suara coba cek pernyataan aguan tentang masalah investasi dirinya di IKN",0,1,0
Jaman sekarang banyak berita2 fitna dari hati2 orang yg busuk jadi jngn mudah percaya klu kita tdk melihat Sendiri.,0,1,0
"Ikn, mantap, hotelnyabagus❤❤",0,1,0
"sy heran dengan berita miring yg katanya IKN mangkrak, yah kita maklumin aja soalnya org yg kasih berita itu juga tak berimbang pasti para pengikut yg tidk setuju pemindahan Ibu Kota. sorry eee, jogetin aja hahahaa..",0,0,1
WAHHH CAKEPNYOO CALON CANDI,0,1,0
"Yg paling mulia di atas dunia ini pemimpin adalah RASULULLAH dan para SAHABAT adalah mereka memimpin umat pake istana ah pemimpin kita contoh siapa? Begitu gelapnya dunia ini tampa contoh dlm agama,",0,1,0
"Aduh aku sdh kepingin ke ikn, tapi kpn yah, ini kota modern.",1,0,0
Pretttt,0,1,0
Yg mideo pasti ada dendam mendalam 😂,0,1,0
Garudanya hitam demi melindungi pejabat negara yg korup dari sinar matahari atau dari jeratan hukum pak ? Monggo di jawab pak 🙏,0,1,0
"Hahahaha .
Buang² uang Rakyat .",1,0,0
Liatnya juga klw musim kemarau panas yaa...,0,1,0
Hutang RI nyaris tembus Rp.10.000 triliyun untuk proyek ambisius dan pencitraan.,0,1,0
Ya sudah anda ngantor disana,0,1,0
"Kita liat 5 sampe 10 tahun lagi , mudah2han berjalan lancar IKN",0,1,0
Muter muter kok malah nang hotel cuk cuk😂,0,1,0
Semoga para koruptor pindah semua ke ikn 😂,0,1,0
adili jokowi biar rakyat tentram,0,1,0
Keren IKN yg bilang mangkrak hanya orang yg tdk suka,0,1,0
"Lanjut Mas Andy, supaya masyarakat se - Indonesia tahu perkembangan pembangunan IKN hingga hari ini.",0,1,0
Waduh ini tempat para koruptor 2 berteduh...,0,1,0
Santai Brow jangan ngotot. Cari Duwet.,0,1,0
Yang Bilang IKN Mangkrak Adalah Orang Orang Anis Dan Ganjar Masih Sakit Hati Bisanya Bikin Gaduh Bangsa... Biasalah Mereka Adalah Propokator Dan Pengkhinat Bangsa Indonesia,0,1,0
Semua berwajah Cino peliput dan yg di liputnya di IKN....operasi ekonomi cina...ya sudah mulai awal awal lah pasti karena cina yg punya,0,1,0
Proyek gagal 😄😄😄,0,1,0
"Hotelnya banyak banget penunjungnya, jga pekerja ikn nya  banyak banget,    gila bener ikn semoga kodok pindah ka ikn ini semua buat lanjutkan ide gila jokowi.",0,1,0
Konten ngga jelas,0,1,0
"Ini sih content creator profesional pakai kamera bagus dan pakai asisten, pakai mobil mewah, bisa masuk Ke kantor vital negara, apakah ada video orang biasa bikin video pakai hp biasa dan di akunnya tak ada tulisan  no hp endorsement?",0,1,0
Setetingan mu kurang bagus bos bsyar piro mas,0,1,0
"Apa manfaat proyek IKN senilai 97Trilyun  bagi rakyat Sumatera, Bali, NTT/NTB, maluku & Papua???",0,1,0
Ternak mulyono,0,1,0
Ikn tempat hantu  siapa yg mao pejabat tinggal dan dinas di sana,0,1,0
Wis ndk mutu kamu dibayar pira karo jaka w? Mana orang yg lagi kerja,0,1,0
Tidak mangkrak tapi otw😂,0,1,0
Yang bilang ikan mangkrak cuma umat  anies yaman,0,1,0
"Mengutamakan fasilitas Pemerintah yang merasakan. 
Bukan mengutamakan Rakyatnya yang masih banyak pengangguran ,kelaparan dll. Sehingga kurang nya efektif dalam Pembangunan .",0,1,0
"Ko kya film kartun yaa, editan apa ini yaaa😂😂😂😂",0,1,0
Udalh jngn bnyk drama klo mangkrak ya mangkrak aja lah..,0,1,0
Ikan mantapsssss,0,1,0
Mantappsssss,0,1,0
"MashaAllah lambang Indonesia menuju,,,,,majuuuuu .....",0,1,0
Kemaren.  Banjir  ikn,0,1,0
Baser cari receh nini pendukung mulyono,0,1,0
"Perpindahan itu ndul...bukan hanya pemindahan fisik belaka..paham. Jika ada pemindahan ibu kota pasti berpengaruh terhadap budaya kerja, dampak sosial, mental para pegawai terutama ASN/PNS. Jadi jangan hanya berkoar-koar saja ndul tentang pembangunan itu hanya fisik belaka tetapi yang penting dan utama adalah mental pegawai, penerimaan terhadap budaya lingkungan. Semua tahu pembangunan IKN berjalan dengan baik dan yang anda sorot itu hanya fisik bangunan.😪😪🥲😪🤤😝",0,1,0
Ciri² youtuber ternakan jakowowo 😋😋😋👎👎👎,0,1,0
keren sekali IKN mewah 🎉,0,1,0
ENDYASMUUUUUU ...NDYAAAAZZZZZMUUUU....DYANCOOOOOOKKKKKK....COOOOOOKKKKKK😂😂😂 DADUNG AWUK IKI,0,1,0
"Wah...senang ngeliat nya...
Kapan kapan  pengen  datang  ke  lKN",0,1,0
PENCITRAAN  GAYA²  PEMBOHONG  WES  ORA  PERCAYA  !!!,0,1,0
Seandainya Ibukota negara jadi pindah gk kebayang gedung2 mewah pemerintah di Jakarta pd kosong penghuninya siapa?manusia atw hantu?. Mubazir.,0,1,0
Cepat atw lambat yakin IKN bakal mangkrak tunggu aja 1 tahun lagi penghuninya para hantu dn kuntil anak😂😂😅😅,0,1,0
"Barat timur utara selatan , muter muter kyk gangsibg..dobol.",0,1,0
"Banyak bacot ni orang yang penting duit di otak dia,",0,1,0
"❤❤❤❤❤❤❤😘😘😘😘😘😘MANTAP TENAN IKN ,luar biasa indahnya spt di surga.pasti IKN sukses.MAKIM INDAH MAKIN MAJU  INDONESIAKU.GOD BLESS YOU 😘😘😘😘😘😘❤❤❤❤❤❤",0,1,0
Cak andy masio aku dduk ASN mben aku yo tak pindah nng IKN  😅,0,1,0
Ya Alloh semoga pembangunan ikn dapat sampai selesai,0,1,0
Mau nya mbah amin rais dibawa ke ikn...😅,0,1,0
Bazzer edan😀😀😀,0,1,0
Banyak ngomong ... Ini sekarang Banjir preeet,0,1,0
Cungur sia,0,1,0
Ga berguna,0,1,0
Warga mana ....istana harusnya samping kiri kanan dipenuhi penduduk bukan ... bangunan,0,1,0
"Selamat bang, sedikit lagi lah bisa jadi staf press, minimal kek dedi buzer lah...😂😂😂",0,1,0
Mending uangnya buat bangun IKN daripada dikorupsi kek yg lagi Viral,0,1,0
"saya ada proyek disitu , sebagai supplier juga, dari alat berat, sampai pembangunan modular prefab. yg bilang mangkrak itu hoax",0,1,0
yang bilang mngkrak itu hanya netizen penjilat anis bas edan🤣,0,1,0
"Ajak kll IKN rombongan. Amin Rais, Roky G, Adrian N, Rafly, Kelompok sakit hati lainya, liat sebelah mana IKN mangkrak, video baik2 jo",0,1,0
"Sepii...dasar you tober dibayar berapa lohhh,,pe,a🤣🤣🤣makanya di blokir dana buat pembangunan,,, sekarang cuma swasta yg bangun....dudull",0,1,0
"MODAL HUTANG, REZIM KOROP, GK NGURUS. BUAT KANTOR  WAPRES. DENGAN  DINASTI  OLIGARKI.",0,1,0
IKN dijadikan Pusat Dangdut Pasti Akan Mendonia,0,1,0
"APA UNTUNGNYA UNTUK PROPINSI YG LAIN DI INDONESIA,,,PALINGAN HANYA KALIMANTQN YG MAJU TAPI PROPINSI LAIN DI INDONESIA AKAN TERPURUK DAN TERTINGGAL,,,",0,1,0
Gini bang bakar batu kerikil sebanyak2nya sampai merah kemudian absensi yg bilang mangkrak... Beri mereka jatah untuk menelan kerikil yg merah  tadi satu buah... Jangan banyak2 keenakan ntar mereka 😂,0,1,0
Mantaaaaabek......makasii kontenya sngt bantu utk kita2 yg masih penasaran dg isu2 negatif medsos.,0,1,0
Ternyata makin keren IKN 👍👍,0,1,0
"Keren, semoga bisa lihat lansung IKN ibukota baru",0,1,0
"Tlong cek yg kerja uda gjian blm Tu,,,",0,1,0
Konten lebay.. Corong Mulyono,0,1,0
Mantap...👍👍 Lanjutkan Pembangunan IKN.... 💪💪💪🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,0,1,0
Sukses ikn buat ANAK CUCU KITA,0,1,0
❤❤❤❤❤❤❤❤👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🙏🙏🙏,0,1,0
"Pembohong manusianya gak Jokowi licik mana percaya kerjaannya bohong nyata contoh mobil Asemka, duit 11,banyak gak kehitung bosss",0,1,0
Mana orangnya ini yg ngomong temanya abu janda mangkarak nama Ikn.cuman 2 biji binatangnya,0,1,0
TAK ADA ARTINYA  BAGI RAKYAT JELATA.,0,1,0
"HARUS
MEMBEZAKAN
ANTARA
PUSAT PEMERINTAHAN
& IBUKOTA
....APA YANG SIAP
ADALAH PUSAT PEMERINTAHAN 
@ BANGUNAN KEMENTERIAN KEMENTERIAN SAHAJA

IBUKOTA
BELUM BERHASIL WUJUD LAGI
UNTUK MENGGANTIKAN IBUKOTA JAKARTA",0,1,0
Dananya jgn2 dr danantara nih...akal lubus,0,1,0
Ikn terus jaya NKRI harga mati kami jawa bangga,0,1,0
"Saya sekeluarga mau nabung dulu biar bisa ke IKN, mudah²an tahun depan 2026 terealisasi, aamiin yra🤲",0,1,0
"Wuih mantap, Masya Allah keren banget😍🇮🇩",0,1,0
Khoax,0,1,0
Mulut si rocky gorong gorong emang renyah banget..bisa cuma ngeritik aja.. Rocky gorong gorong 😂😂,0,1,0
Mana para hati yg busuk...apa kamu gk malu melihat kesuksesan  pembangunan  IKN...yg di fitnah mangkrak,0,1,0
Mana Rocky Garong....apa matamu masih bisa melihat....biar mulutmu gk koar2....makanya lihat berita dong biar mulut untuk gk ngawur,0,1,0
Laur biasa,0,1,0
Wauuu,0,1,0
